,facilityId,facilityName,stateCode,so2Mass,so2Rate
290105,55464,Deer Park Energy Center,TX,1.346,0.001
290106,55464,Deer Park Energy Center,TX,1.346,0.001
290107,55464,Deer Park Energy Center,TX,1.223,0.001
290108,55464,Deer Park Energy Center,TX,1.346,0.001
290109,55464,Deer Park Energy Center,TX,1.346,0.001
290110,55464,Deer Park Energy Center,TX,1.346,0.001
290111,55464,Deer Park Energy Center,TX,1.346,0.001
290112,55464,Deer Park Energy Center,TX,1.346,0.001
290113,55464,Deer Park Energy Center,TX,1.346,0.001
290114,55464,Deer Park Energy Center,TX,1.223,0.001
290115,55464,Deer Park Energy Center,TX,1.223,0.001
290116,55464,Deer Park Energy Center,TX,1.223,0.001
290117,55464,Deer Park Energy Center,TX,1.223,0.001
290118,55464,Deer Park Energy Center,TX,1.223,0.001
290119,55464,Deer Park Energy Center,TX,1.029,0.001
290120,55464,Deer Park Energy Center,TX,0.976,0.001
290121,55464,Deer Park Energy Center,TX,1.029,0.001
290122,55464,Deer Park Energy Center,TX,1.223,0.001
290123,55464,Deer Park Energy Center,TX,1.346,0.001
290124,55464,Deer Park Energy Center,TX,1.346,0.001
290125,55464,Deer Park Energy Center,TX,1.346,0.001
290126,55464,Deer Park Energy Center,TX,1.346,0.001
290127,55464,Deer Park Energy Center,TX,1.346,0.001
290128,55464,Deer Park Energy Center,TX,1.346,0.001
290129,55464,Deer Park Energy Center,TX,1.346,0.001
290130,55464,Deer Park Energy Center,TX,1.346,0.001
290131,55464,Deer Park Energy Center,TX,1.346,0.001
290132,55464,Deer Park Energy Center,TX,1.346,0.001
290133,55464,Deer Park Energy Center,TX,1.223,0.001
290134,55464,Deer Park Energy Center,TX,1.223,0.001
290135,55464,Deer Park Energy Center,TX,1.174,0.001
290136,55464,Deer Park Energy Center,TX,1.174,0.001
290137,55464,Deer Park Energy Center,TX,1.174,0.001
290138,55464,Deer Park Energy Center,TX,1.174,0.001
290139,55464,Deer Park Energy Center,TX,1.174,0.001
290140,55464,Deer Park Energy Center,TX,1.223,0.001
290141,55464,Deer Park Energy Center,TX,1.223,0.001
290142,55464,Deer Park Energy Center,TX,1.174,0.001
290143,55464,Deer Park Energy Center,TX,1.174,0.001
290144,55464,Deer Park Energy Center,TX,0.976,0.001
290145,55464,Deer Park Energy Center,TX,0.976,0.001
290146,55464,Deer Park Energy Center,TX,0.976,0.001
290147,55464,Deer Park Energy Center,TX,0.976,0.001
290148,55464,Deer Park Energy Center,TX,0.976,0.001
290149,55464,Deer Park Energy Center,TX,1.029,0.001
290150,55464,Deer Park Energy Center,TX,1.029,0.001
290151,55464,Deer Park Energy Center,TX,1.174,0.001
290152,55464,Deer Park Energy Center,TX,1.174,0.001
290153,55464,Deer Park Energy Center,TX,1.174,0.001
290154,55464,Deer Park Energy Center,TX,1.223,0.001
290155,55464,Deer Park Energy Center,TX,1.223,0.001
290156,55464,Deer Park Energy Center,TX,1.223,0.001
290157,55464,Deer Park Energy Center,TX,1.223,0.001
290158,55464,Deer Park Energy Center,TX,1.223,0.001
290159,55464,Deer Park Energy Center,TX,1.223,0.001
290160,55464,Deer Park Energy Center,TX,1.223,0.001
290161,55464,Deer Park Energy Center,TX,1.223,0.001
290162,55464,Deer Park Energy Center,TX,1.174,0.001
290163,55464,Deer Park Energy Center,TX,1.174,0.001
290164,55464,Deer Park Energy Center,TX,1.174,0.001
290165,55464,Deer Park Energy Center,TX,1.223,0.001
290166,55464,Deer Park Energy Center,TX,1.174,0.001
290167,55464,Deer Park Energy Center,TX,1.174,0.001
290168,55464,Deer Park Energy Center,TX,1.029,0.001
290169,55464,Deer Park Energy Center,TX,1.029,0.001
290170,55464,Deer Park Energy Center,TX,1.174,0.001
290171,55464,Deer Park Energy Center,TX,1.174,0.001
290172,55464,Deer Park Energy Center,TX,1.223,0.001
290173,55464,Deer Park Energy Center,TX,1.223,0.001
290174,55464,Deer Park Energy Center,TX,1.223,0.001
290175,55464,Deer Park Energy Center,TX,1.223,0.001
290176,55464,Deer Park Energy Center,TX,1.223,0.001
290177,55464,Deer Park Energy Center,TX,1.223,0.001
290178,55464,Deer Park Energy Center,TX,1.223,0.001
290179,55464,Deer Park Energy Center,TX,1.223,0.001
290180,55464,Deer Park Energy Center,TX,1.223,0.001
290181,55464,Deer Park Energy Center,TX,1.223,0.001
290182,55464,Deer Park Energy Center,TX,1.223,0.001
290183,55464,Deer Park Energy Center,TX,1.174,0.001
290184,55464,Deer Park Energy Center,TX,1.174,0.001
290185,55464,Deer Park Energy Center,TX,1.174,0.001
290186,55464,Deer Park Energy Center,TX,1.174,0.001
290187,55464,Deer Park Energy Center,TX,1.174,0.001
290188,55464,Deer Park Energy Center,TX,1.174,0.001
290189,55464,Deer Park Energy Center,TX,1.174,0.001
290190,55464,Deer Park Energy Center,TX,1.174,0.001
290191,55464,Deer Park Energy Center,TX,1.174,0.001
290192,55464,Deer Park Energy Center,TX,1.174,0.001
290193,55464,Deer Park Energy Center,TX,1.174,0.001
290194,55464,Deer Park Energy Center,TX,1.223,0.001
290195,55464,Deer Park Energy Center,TX,1.223,0.001
290196,55464,Deer Park Energy Center,TX,1.223,0.001
290197,55464,Deer Park Energy Center,TX,1.223,0.001
290198,55464,Deer Park Energy Center,TX,1.223,0.001
290199,55464,Deer Park Energy Center,TX,1.223,0.001
290200,55464,Deer Park Energy Center,TX,1.223,0.001
290201,55464,Deer Park Energy Center,TX,1.223,0.001
290202,55464,Deer Park Energy Center,TX,1.223,0.001
290203,55464,Deer Park Energy Center,TX,1.223,0.001
290204,55464,Deer Park Energy Center,TX,1.223,0.001
290205,55464,Deer Park Energy Center,TX,1.223,0.001
290206,55464,Deer Park Energy Center,TX,1.223,0.001
290207,55464,Deer Park Energy Center,TX,1.174,0.001
290208,55464,Deer Park Energy Center,TX,1.174,0.001
290209,55464,Deer Park Energy Center,TX,1.174,0.001
290210,55464,Deer Park Energy Center,TX,1.174,0.001
290211,55464,Deer Park Energy Center,TX,1.174,0.001
290212,55464,Deer Park Energy Center,TX,1.174,0.001
290213,55464,Deer Park Energy Center,TX,1.223,0.001
290214,55464,Deer Park Energy Center,TX,1.223,0.001
290215,55464,Deer Park Energy Center,TX,1.174,0.001
290216,55464,Deer Park Energy Center,TX,1.174,0.001
290217,55464,Deer Park Energy Center,TX,1.223,0.001
290218,55464,Deer Park Energy Center,TX,1.223,0.001
290219,55464,Deer Park Energy Center,TX,1.223,0.001
290220,55464,Deer Park Energy Center,TX,1.223,0.001
290221,55464,Deer Park Energy Center,TX,1.223,0.001
290222,55464,Deer Park Energy Center,TX,1.223,0.001
290223,55464,Deer Park Energy Center,TX,1.223,0.001
290224,55464,Deer Park Energy Center,TX,1.223,0.001
290225,55464,Deer Park Energy Center,TX,1.223,0.001
290226,55464,Deer Park Energy Center,TX,1.223,0.001
290227,55464,Deer Park Energy Center,TX,1.223,0.001
290228,55464,Deer Park Energy Center,TX,1.223,0.001
290229,55464,Deer Park Energy Center,TX,1.223,0.001
290230,55464,Deer Park Energy Center,TX,1.223,0.001
290231,55464,Deer Park Energy Center,TX,1.223,0.001
290232,55464,Deer Park Energy Center,TX,1.174,0.001
290233,55464,Deer Park Energy Center,TX,1.174,0.001
290234,55464,Deer Park Energy Center,TX,1.223,0.001
290235,55464,Deer Park Energy Center,TX,1.223,0.001
290236,55464,Deer Park Energy Center,TX,1.223,0.001
290237,55464,Deer Park Energy Center,TX,1.223,0.001
290238,55464,Deer Park Energy Center,TX,1.223,0.001
290239,55464,Deer Park Energy Center,TX,1.223,0.001
290240,55464,Deer Park Energy Center,TX,1.223,0.001
290241,55464,Deer Park Energy Center,TX,1.223,0.001
290242,55464,Deer Park Energy Center,TX,1.346,0.001
290243,55464,Deer Park Energy Center,TX,1.346,0.001
290244,55464,Deer Park Energy Center,TX,1.346,0.001
290245,55464,Deer Park Energy Center,TX,1.346,0.001
290246,55464,Deer Park Energy Center,TX,1.346,0.001
290247,55464,Deer Park Energy Center,TX,1.346,0.001
290248,55464,Deer Park Energy Center,TX,1.346,0.001
290249,55464,Deer Park Energy Center,TX,1.346,0.001
290250,55464,Deer Park Energy Center,TX,1.346,0.001
290251,55464,Deer Park Energy Center,TX,1.346,0.001
290252,55464,Deer Park Energy Center,TX,1.346,0.001
290253,55464,Deer Park Energy Center,TX,1.346,0.001
290254,55464,Deer Park Energy Center,TX,1.223,0.001
290255,55464,Deer Park Energy Center,TX,1.223,0.001
290256,55464,Deer Park Energy Center,TX,1.223,0.001
290257,55464,Deer Park Energy Center,TX,1.174,0.001
290258,55464,Deer Park Energy Center,TX,1.029,0.001
290259,55464,Deer Park Energy Center,TX,1.029,0.001
290260,55464,Deer Park Energy Center,TX,1.174,0.001
290261,55464,Deer Park Energy Center,TX,1.223,0.001
290262,55464,Deer Park Energy Center,TX,1.223,0.001
290263,55464,Deer Park Energy Center,TX,1.174,0.001
290264,55464,Deer Park Energy Center,TX,1.029,0.001
290265,55464,Deer Park Energy Center,TX,1.029,0.001
290266,55464,Deer Park Energy Center,TX,1.223,0.001
290267,55464,Deer Park Energy Center,TX,1.223,0.001
290268,55464,Deer Park Energy Center,TX,1.346,0.001
290269,55464,Deer Park Energy Center,TX,1.346,0.001
290270,55464,Deer Park Energy Center,TX,1.346,0.001
290271,55464,Deer Park Energy Center,TX,1.346,0.001
290272,55464,Deer Park Energy Center,TX,1.346,0.001
290273,55464,Deer Park Energy Center,TX,1.346,0.001
290274,55464,Deer Park Energy Center,TX,1.346,0.001
290275,55464,Deer Park Energy Center,TX,1.346,0.001
290276,55464,Deer Park Energy Center,TX,1.223,0.001
290277,55464,Deer Park Energy Center,TX,1.223,0.001
290278,55464,Deer Park Energy Center,TX,1.223,0.001
290279,55464,Deer Park Energy Center,TX,1.223,0.001
290280,55464,Deer Park Energy Center,TX,1.223,0.001
290281,55464,Deer Park Energy Center,TX,1.174,0.001
290282,55464,Deer Park Energy Center,TX,1.029,0.001
290283,55464,Deer Park Energy Center,TX,1.029,0.001
290284,55464,Deer Park Energy Center,TX,1.029,0.001
290285,55464,Deer Park Energy Center,TX,1.174,0.001
290286,55464,Deer Park Energy Center,TX,1.223,0.001
290287,55464,Deer Park Energy Center,TX,1.174,0.001
290288,55464,Deer Park Energy Center,TX,0.976,0.001
290289,55464,Deer Park Energy Center,TX,1.029,0.001
290290,55464,Deer Park Energy Center,TX,1.174,0.001
290291,55464,Deer Park Energy Center,TX,1.223,0.001
290292,55464,Deer Park Energy Center,TX,1.346,0.001
290293,55464,Deer Park Energy Center,TX,1.346,0.001
290294,55464,Deer Park Energy Center,TX,1.223,0.001
290295,55464,Deer Park Energy Center,TX,1.346,0.001
290296,55464,Deer Park Energy Center,TX,1.346,0.001
290297,55464,Deer Park Energy Center,TX,1.346,0.001
290298,55464,Deer Park Energy Center,TX,1.346,0.001
290299,55464,Deer Park Energy Center,TX,1.346,0.001
290300,55464,Deer Park Energy Center,TX,1.346,0.001
290301,55464,Deer Park Energy Center,TX,1.346,0.001
290302,55464,Deer Park Energy Center,TX,1.223,0.001
290303,55464,Deer Park Energy Center,TX,1.223,0.001
290304,55464,Deer Park Energy Center,TX,1.066,0.001
290305,55464,Deer Park Energy Center,TX,1.065,0.001
290306,55464,Deer Park Energy Center,TX,1.072,0.001
290307,55464,Deer Park Energy Center,TX,1.074,0.001
290308,55464,Deer Park Energy Center,TX,1.072,0.001
290309,55464,Deer Park Energy Center,TX,1.109,0.001
290310,55464,Deer Park Energy Center,TX,1.073,0.001
290311,55464,Deer Park Energy Center,TX,1.041,0.001
290312,55464,Deer Park Energy Center,TX,1.057,0.001
290313,55464,Deer Park Energy Center,TX,1.083,0.001
290314,55464,Deer Park Energy Center,TX,1.087,0.001
290315,55464,Deer Park Energy Center,TX,1.199,0.001
290316,55464,Deer Park Energy Center,TX,1.213,0.001
290317,55464,Deer Park Energy Center,TX,1.202,0.001
290318,55464,Deer Park Energy Center,TX,1.2,0.001
290319,55464,Deer Park Energy Center,TX,1.199,0.001
290320,55464,Deer Park Energy Center,TX,1.2,0.001
290321,55464,Deer Park Energy Center,TX,1.203,0.001
290322,55464,Deer Park Energy Center,TX,1.227,0.001
290323,55464,Deer Park Energy Center,TX,1.288,0.001
290324,55464,Deer Park Energy Center,TX,1.217,0.001
290325,55464,Deer Park Energy Center,TX,1.165,0.001
290326,55464,Deer Park Energy Center,TX,1.074,0.001
290327,55464,Deer Park Energy Center,TX,1.081,0.001
290328,55464,Deer Park Energy Center,TX,1.082,0.001
290329,55464,Deer Park Energy Center,TX,1.089,0.001
290330,55464,Deer Park Energy Center,TX,1.089,0.001
290331,55464,Deer Park Energy Center,TX,1.092,0.001
290332,55464,Deer Park Energy Center,TX,1.092,0.001
290333,55464,Deer Park Energy Center,TX,1.087,0.001
290334,55464,Deer Park Energy Center,TX,1.083,0.001
290335,55464,Deer Park Energy Center,TX,1.087,0.001
290336,55464,Deer Park Energy Center,TX,1.09,0.001
290337,55464,Deer Park Energy Center,TX,1.101,0.001
290338,55464,Deer Park Energy Center,TX,1.13,0.001
290339,55464,Deer Park Energy Center,TX,1.218,0.001
290340,55464,Deer Park Energy Center,TX,1.205,0.001
290341,55464,Deer Park Energy Center,TX,1.201,0.001
290342,55464,Deer Park Energy Center,TX,1.2,0.001
290343,55464,Deer Park Energy Center,TX,1.198,0.001
290344,55464,Deer Park Energy Center,TX,1.2,0.001
290345,55464,Deer Park Energy Center,TX,1.2,0.001
290346,55464,Deer Park Energy Center,TX,1.244,0.001
290347,55464,Deer Park Energy Center,TX,1.293,0.001
290348,55464,Deer Park Energy Center,TX,1.218,0.001
290349,55464,Deer Park Energy Center,TX,1.209,0.001
290350,55464,Deer Park Energy Center,TX,1.13,0.001
290351,55464,Deer Park Energy Center,TX,1.063,0.001
290352,55464,Deer Park Energy Center,TX,1.065,0.001
290353,55464,Deer Park Energy Center,TX,1.066,0.001
290354,55464,Deer Park Energy Center,TX,1.072,0.001
290355,55464,Deer Park Energy Center,TX,1.069,0.001
290356,55464,Deer Park Energy Center,TX,1.074,0.001
290357,55464,Deer Park Energy Center,TX,1.216,0.001
290358,55464,Deer Park Energy Center,TX,1.211,0.001
290359,55464,Deer Park Energy Center,TX,1.082,0.001
290360,55464,Deer Park Energy Center,TX,1.06,0.001
290361,55464,Deer Park Energy Center,TX,1.107,0.001
290362,55464,Deer Park Energy Center,TX,1.217,0.001
290363,55464,Deer Park Energy Center,TX,1.215,0.001
290364,55464,Deer Park Energy Center,TX,1.21,0.001
290365,55464,Deer Park Energy Center,TX,1.207,0.001
290366,55464,Deer Park Energy Center,TX,1.203,0.001
290367,55464,Deer Park Energy Center,TX,1.206,0.001
290368,55464,Deer Park Energy Center,TX,1.208,0.001
290369,55464,Deer Park Energy Center,TX,1.21,0.001
290370,55464,Deer Park Energy Center,TX,1.211,0.001
290371,55464,Deer Park Energy Center,TX,1.214,0.001
290372,55464,Deer Park Energy Center,TX,1.215,0.001
290373,55464,Deer Park Energy Center,TX,1.206,0.001
290374,55464,Deer Park Energy Center,TX,1.121,0.001
290375,55464,Deer Park Energy Center,TX,1.173,0.001
290376,55464,Deer Park Energy Center,TX,1.166,0.001
290377,55464,Deer Park Energy Center,TX,1.058,0.001
290378,55464,Deer Park Energy Center,TX,1.062,0.001
290379,55464,Deer Park Energy Center,TX,1.149,0.001
290380,55464,Deer Park Energy Center,TX,1.218,0.001
290381,55464,Deer Park Energy Center,TX,1.215,0.001
290382,55464,Deer Park Energy Center,TX,1.138,0.001
290383,55464,Deer Park Energy Center,TX,0.999,0.001
290384,55464,Deer Park Energy Center,TX,0.821,0.001
290385,55464,Deer Park Energy Center,TX,0.874,0.001
290386,55464,Deer Park Energy Center,TX,1.141,0.001
290387,55464,Deer Park Energy Center,TX,1.216,0.001
290388,55464,Deer Park Energy Center,TX,1.207,0.001
290389,55464,Deer Park Energy Center,TX,1.197,0.001
290390,55464,Deer Park Energy Center,TX,1.19,0.001
290391,55464,Deer Park Energy Center,TX,1.184,0.001
290392,55464,Deer Park Energy Center,TX,1.188,0.001
290393,55464,Deer Park Energy Center,TX,1.194,0.001
290394,55464,Deer Park Energy Center,TX,1.283,0.001
290395,55464,Deer Park Energy Center,TX,1.28,0.001
290396,55464,Deer Park Energy Center,TX,1.199,0.001
290397,55464,Deer Park Energy Center,TX,1.186,0.001
290398,55464,Deer Park Energy Center,TX,1.19,0.001
290399,55464,Deer Park Energy Center,TX,1.202,0.001
290400,55464,Deer Park Energy Center,TX,1.203,0.001
290401,55464,Deer Park Energy Center,TX,1.204,0.001
290402,55464,Deer Park Energy Center,TX,1.202,0.001
290403,55464,Deer Park Energy Center,TX,1.203,0.001
290404,55464,Deer Park Energy Center,TX,1.201,0.001
290405,55464,Deer Park Energy Center,TX,1.111,0.001
290406,55464,Deer Park Energy Center,TX,1.056,0.001
290407,55464,Deer Park Energy Center,TX,1.047,0.001
290408,55464,Deer Park Energy Center,TX,1.058,0.001
290409,55464,Deer Park Energy Center,TX,1.068,0.001
290410,55464,Deer Park Energy Center,TX,1.066,0.001
290411,55464,Deer Park Energy Center,TX,1.081,0.001
290412,55464,Deer Park Energy Center,TX,1.169,0.001
290413,55464,Deer Park Energy Center,TX,1.206,0.001
290414,55464,Deer Park Energy Center,TX,1.202,0.001
290415,55464,Deer Park Energy Center,TX,1.197,0.001
290416,55464,Deer Park Energy Center,TX,1.187,0.001
290417,55464,Deer Park Energy Center,TX,1.188,0.001
290418,55464,Deer Park Energy Center,TX,1.191,0.001
290419,55464,Deer Park Energy Center,TX,1.203,0.001
290420,55464,Deer Park Energy Center,TX,1.206,0.001
290421,55464,Deer Park Energy Center,TX,1.202,0.001
290422,55464,Deer Park Energy Center,TX,1.2,0.001
290423,55464,Deer Park Energy Center,TX,1.199,0.001
290424,55464,Deer Park Energy Center,TX,1.2,0.001
290425,55464,Deer Park Energy Center,TX,1.203,0.001
290426,55464,Deer Park Energy Center,TX,1.202,0.001
290427,55464,Deer Park Energy Center,TX,1.198,0.001
290428,55464,Deer Park Energy Center,TX,1.197,0.001
290429,55464,Deer Park Energy Center,TX,1.19,0.001
290430,55464,Deer Park Energy Center,TX,1.189,0.001
290431,55464,Deer Park Energy Center,TX,1.151,0.001
290432,55464,Deer Park Energy Center,TX,1.066,0.001
290433,55464,Deer Park Energy Center,TX,1.159,0.001
290434,55464,Deer Park Energy Center,TX,1.202,0.001
290435,55464,Deer Park Energy Center,TX,1.2,0.001
290436,55464,Deer Park Energy Center,TX,1.187,0.001
290437,55464,Deer Park Energy Center,TX,1.193,0.001
290438,55464,Deer Park Energy Center,TX,1.192,0.001
290439,55464,Deer Park Energy Center,TX,1.193,0.001
290440,55464,Deer Park Energy Center,TX,1.189,0.001
290441,55464,Deer Park Energy Center,TX,1.188,0.001
290442,55464,Deer Park Energy Center,TX,1.188,0.001
290443,55464,Deer Park Energy Center,TX,1.189,0.001
290444,55464,Deer Park Energy Center,TX,1.187,0.001
290445,55464,Deer Park Energy Center,TX,1.19,0.001
290446,55464,Deer Park Energy Center,TX,1.195,0.001
290447,55464,Deer Park Energy Center,TX,1.205,0.001
290448,55464,Deer Park Energy Center,TX,1.2,0.001
290449,55464,Deer Park Energy Center,TX,1.202,0.001
290450,55464,Deer Park Energy Center,TX,1.168,0.001
290451,55464,Deer Park Energy Center,TX,1.059,0.001
290452,55464,Deer Park Energy Center,TX,1.069,0.001
290453,55464,Deer Park Energy Center,TX,1.089,0.001
290454,55464,Deer Park Energy Center,TX,1.058,0.001
290455,55464,Deer Park Energy Center,TX,0.923,0.001
290456,55464,Deer Park Energy Center,TX,0.815,0.001
290457,55464,Deer Park Energy Center,TX,0.845,0.001
290458,55464,Deer Park Energy Center,TX,1.062,0.001
290459,55464,Deer Park Energy Center,TX,1.196,0.001
290460,55464,Deer Park Energy Center,TX,1.214,0.001
290461,55464,Deer Park Energy Center,TX,1.204,0.001
290462,55464,Deer Park Energy Center,TX,1.206,0.001
290463,55464,Deer Park Energy Center,TX,1.216,0.001
290464,55464,Deer Park Energy Center,TX,1.214,0.001
290465,55464,Deer Park Energy Center,TX,1.217,0.001
290466,55464,Deer Park Energy Center,TX,1.208,0.001
290467,55464,Deer Park Energy Center,TX,1.207,0.001
290468,55464,Deer Park Energy Center,TX,1.21,0.001
290469,55464,Deer Park Energy Center,TX,1.188,0.001
290470,55464,Deer Park Energy Center,TX,1.096,0.001
290471,55464,Deer Park Energy Center,TX,1.084,0.001
290472,55464,Deer Park Energy Center,TX,1.08,0.001
290473,55464,Deer Park Energy Center,TX,1.074,0.001
290474,55464,Deer Park Energy Center,TX,1.087,0.001
290475,55464,Deer Park Energy Center,TX,1.11,0.001
290476,55464,Deer Park Energy Center,TX,1.196,0.001
290477,55464,Deer Park Energy Center,TX,1.218,0.001
290478,55464,Deer Park Energy Center,TX,1.131,0.001
290479,55464,Deer Park Energy Center,TX,1.002,0.001
290480,55464,Deer Park Energy Center,TX,0.844,0.001
290481,55464,Deer Park Energy Center,TX,0.826,0.001
290482,55464,Deer Park Energy Center,TX,0.809,0.001
290483,55464,Deer Park Energy Center,TX,0.85,0.001
290484,55464,Deer Park Energy Center,TX,0.849,0.001
290485,55464,Deer Park Energy Center,TX,0.933,0.001
290486,55464,Deer Park Energy Center,TX,0.915,0.001
290487,55464,Deer Park Energy Center,TX,1.07,0.001
290488,55464,Deer Park Energy Center,TX,1.078,0.001
290489,55464,Deer Park Energy Center,TX,1.066,0.001
290490,55464,Deer Park Energy Center,TX,1.139,0.001
290491,55464,Deer Park Energy Center,TX,1.217,0.001
290492,55464,Deer Park Energy Center,TX,1.21,0.001
290493,55464,Deer Park Energy Center,TX,1.21,0.001
290494,55464,Deer Park Energy Center,TX,1.212,0.001
290495,55464,Deer Park Energy Center,TX,1.214,0.001
290496,55464,Deer Park Energy Center,TX,1.211,0.001
290497,55464,Deer Park Energy Center,TX,1.174,0.001
290498,55464,Deer Park Energy Center,TX,1.077,0.001
290499,55464,Deer Park Energy Center,TX,1.084,0.001
290500,55464,Deer Park Energy Center,TX,1.113,0.001
290501,55464,Deer Park Energy Center,TX,1.156,0.001
290502,55464,Deer Park Energy Center,TX,1.09,0.001
290503,55464,Deer Park Energy Center,TX,1.0,0.001
290504,55464,Deer Park Energy Center,TX,0.932,0.001
290505,55464,Deer Park Energy Center,TX,0.97,0.001
290506,55464,Deer Park Energy Center,TX,1.064,0.001
290507,55464,Deer Park Energy Center,TX,1.079,0.001
290508,55464,Deer Park Energy Center,TX,1.188,0.001
290509,55464,Deer Park Energy Center,TX,1.207,0.001
290510,55464,Deer Park Energy Center,TX,1.188,0.001
290511,55464,Deer Park Energy Center,TX,1.179,0.001
290512,55464,Deer Park Energy Center,TX,1.177,0.001
290513,55464,Deer Park Energy Center,TX,1.157,0.001
290514,55464,Deer Park Energy Center,TX,1.187,0.001
290515,55464,Deer Park Energy Center,TX,1.228,0.001
290516,55464,Deer Park Energy Center,TX,1.167,0.001
290517,55464,Deer Park Energy Center,TX,1.15,0.001
290518,55464,Deer Park Energy Center,TX,1.15,0.001
290519,55464,Deer Park Energy Center,TX,1.067,0.001
290520,55464,Deer Park Energy Center,TX,1.038,0.001
290521,55464,Deer Park Energy Center,TX,1.044,0.001
290522,55464,Deer Park Energy Center,TX,1.042,0.001
290523,55464,Deer Park Energy Center,TX,1.046,0.001
290524,55464,Deer Park Energy Center,TX,1.042,0.001
290525,55464,Deer Park Energy Center,TX,1.046,0.001
290526,55464,Deer Park Energy Center,TX,1.045,0.001
290527,55464,Deer Park Energy Center,TX,1.044,0.001
290528,55464,Deer Park Energy Center,TX,1.034,0.001
290529,55464,Deer Park Energy Center,TX,1.028,0.001
290530,55464,Deer Park Energy Center,TX,1.103,0.001
290531,55464,Deer Park Energy Center,TX,1.171,0.001
290532,55464,Deer Park Energy Center,TX,1.172,0.001
290533,55464,Deer Park Energy Center,TX,1.149,0.001
290534,55464,Deer Park Energy Center,TX,1.182,0.001
290535,55464,Deer Park Energy Center,TX,1.18,0.001
290536,55464,Deer Park Energy Center,TX,1.176,0.001
290537,55464,Deer Park Energy Center,TX,1.178,0.001
290538,55464,Deer Park Energy Center,TX,1.25,0.001
290539,55464,Deer Park Energy Center,TX,1.258,0.001
290540,55464,Deer Park Energy Center,TX,1.17,0.001
290541,55464,Deer Park Energy Center,TX,1.171,0.001
290542,55464,Deer Park Energy Center,TX,1.113,0.001
290543,55464,Deer Park Energy Center,TX,1.058,0.001
290544,55464,Deer Park Energy Center,TX,1.06,0.001
290545,55464,Deer Park Energy Center,TX,1.063,0.001
290546,55464,Deer Park Energy Center,TX,1.071,0.001
290547,55464,Deer Park Energy Center,TX,1.079,0.001
290548,55464,Deer Park Energy Center,TX,1.078,0.001
290549,55464,Deer Park Energy Center,TX,1.15,0.001
290550,55464,Deer Park Energy Center,TX,1.087,0.001
290551,55464,Deer Park Energy Center,TX,1.073,0.001
290552,55464,Deer Park Energy Center,TX,1.081,0.001
290553,55464,Deer Park Energy Center,TX,1.111,0.001
290554,55464,Deer Park Energy Center,TX,1.196,0.001
290555,55464,Deer Park Energy Center,TX,1.189,0.001
290556,55464,Deer Park Energy Center,TX,1.188,0.001
290557,55464,Deer Park Energy Center,TX,1.186,0.001
290558,55464,Deer Park Energy Center,TX,1.192,0.001
290559,55464,Deer Park Energy Center,TX,1.201,0.001
290560,55464,Deer Park Energy Center,TX,1.222,0.001
290561,55464,Deer Park Energy Center,TX,1.285,0.001
290562,55464,Deer Park Energy Center,TX,1.284,0.001
290563,55464,Deer Park Energy Center,TX,1.281,0.001
290564,55464,Deer Park Energy Center,TX,1.202,0.001
290565,55464,Deer Park Energy Center,TX,1.179,0.001
290566,55464,Deer Park Energy Center,TX,1.082,0.001
290567,55464,Deer Park Energy Center,TX,1.079,0.001
290568,55464,Deer Park Energy Center,TX,1.081,0.001
290569,55464,Deer Park Energy Center,TX,1.074,0.001
290570,55464,Deer Park Energy Center,TX,1.081,0.001
290571,55464,Deer Park Energy Center,TX,1.084,0.001
290572,55464,Deer Park Energy Center,TX,1.089,0.001
290573,55464,Deer Park Energy Center,TX,1.165,0.001
290574,55464,Deer Park Energy Center,TX,1.131,0.001
290575,55464,Deer Park Energy Center,TX,1.082,0.001
290576,55464,Deer Park Energy Center,TX,1.08,0.001
290577,55464,Deer Park Energy Center,TX,1.092,0.001
290578,55464,Deer Park Energy Center,TX,1.191,0.001
290579,55464,Deer Park Energy Center,TX,1.206,0.001
290580,55464,Deer Park Energy Center,TX,1.196,0.001
290581,55464,Deer Park Energy Center,TX,1.195,0.001
290582,55464,Deer Park Energy Center,TX,1.196,0.001
290583,55464,Deer Park Energy Center,TX,1.196,0.001
290584,55464,Deer Park Energy Center,TX,1.195,0.001
290585,55464,Deer Park Energy Center,TX,1.197,0.001
290586,55464,Deer Park Energy Center,TX,1.195,0.001
290587,55464,Deer Park Energy Center,TX,1.189,0.001
290588,55464,Deer Park Energy Center,TX,1.183,0.001
290589,55464,Deer Park Energy Center,TX,1.166,0.001
290590,55464,Deer Park Energy Center,TX,1.075,0.001
290591,55464,Deer Park Energy Center,TX,1.079,0.001
290592,55464,Deer Park Energy Center,TX,1.075,0.001
290593,55464,Deer Park Energy Center,TX,0.992,0.001
290594,55464,Deer Park Energy Center,TX,0.886,0.001
290595,55464,Deer Park Energy Center,TX,0.899,0.001
290596,55464,Deer Park Energy Center,TX,1.044,0.001
290597,55464,Deer Park Energy Center,TX,1.089,0.001
290598,55464,Deer Park Energy Center,TX,1.066,0.001
290599,55464,Deer Park Energy Center,TX,0.944,0.001
290600,55464,Deer Park Energy Center,TX,0.829,0.001
290601,55464,Deer Park Energy Center,TX,0.88,0.001
290602,55464,Deer Park Energy Center,TX,1.047,0.001
290603,55464,Deer Park Energy Center,TX,1.118,0.001
